#Duplication rate	Coverage
1.0	18405.0
2.0	4790.0
3.0	1781.0
4.0	954.0
5.0	553.0
6.0	436.0
7.0	308.0
8.0	281.0
9.0	188.0
10.0	178.0
11.0	126.0
12.0	143.0
13.0	90.0
14.0	94.0
15.0	91.0
16.0	67.0
17.0	75.0
18.0	50.0
19.0	60.0
20.0	42.0
21.0	49.0
22.0	42.0
23.0	38.0
24.0	53.0
25.0	31.0
26.0	36.0
27.0	31.0
28.0	39.0
29.0	27.0
30.0	27.0
31.0	13.0
32.0	23.0
33.0	23.0
34.0	18.0
35.0	22.0
36.0	23.0
37.0	22.0
38.0	31.0
39.0	18.0
40.0	20.0
41.0	18.0
42.0	13.0
43.0	10.0
44.0	16.0
45.0	20.0
46.0	16.0
47.0	17.0
48.0	13.0
49.0	11.0
50.0	1561.0
