#Duplication rate	Coverage
1.0	1449.0
2.0	324.0
3.0	95.0
4.0	61.0
5.0	26.0
6.0	21.0
7.0	18.0
8.0	19.0
9.0	8.0
10.0	24.0
11.0	13.0
12.0	14.0
13.0	13.0
14.0	9.0
15.0	11.0
16.0	11.0
17.0	8.0
18.0	12.0
19.0	5.0
20.0	12.0
21.0	13.0
22.0	9.0
23.0	13.0
24.0	13.0
25.0	16.0
26.0	10.0
27.0	17.0
28.0	10.0
29.0	14.0
30.0	17.0
31.0	17.0
32.0	21.0
33.0	10.0
34.0	14.0
35.0	15.0
36.0	14.0
37.0	6.0
38.0	10.0
39.0	10.0
40.0	9.0
41.0	12.0
42.0	14.0
43.0	17.0
44.0	11.0
45.0	13.0
46.0	13.0
47.0	8.0
48.0	13.0
49.0	11.0
50.0	571.0
