#Coverage (X)	Coverage
1.0	0.006093271960168067
2.0	0.00548893314548593
3.0	0.005076371264408408
4.0	0.005042658406210876
5.0	0.004924850349993903
6.0	0.004885996436712503
7.0	0.004807977031063615
8.0	0.004793924813824901
9.0	0.00476326543076766
10.0	0.004754821637263262
11.0	0.004724193412116051
12.0	0.0047158742502517725
13.0	0.0046970860307595785
14.0	0.004693814450249079
15.0	0.0046458935852768946
16.0	0.0046391946347057456
17.0	0.004617290624253201
18.0	0.00461423714911291
19.0	0.004605232513242186
20.0	0.004598502404761007
21.0	0.004585665345999246
22.0	0.004569463233011106
23.0	0.004552513330182251
24.0	0.004544973116054507
25.0	0.00453955163978037
26.0	0.004533662794869997
27.0	0.0045282101606858305
28.0	0.00452512552763551
29.0	0.0045074901508002085
30.0	0.004496927619442204
31.0	0.004489574352774639
32.0	0.004480195821983557
33.0	0.004469820238085731
34.0	0.004467576868592005
35.0	0.004460815602200796
36.0	0.004455113704736391
37.0	0.004446669911231993
38.0	0.00444074990841159
39.0	0.004432337272817222
40.0	0.004416727160105438
41.0	0.0044139541061554155
42.0	0.004413736000785207
43.0	0.0043886538835522515
44.0	0.004373074928750498
45.0	0.004358711132425697
46.0	0.004354691762088692
47.0	0.004351015128762015
48.0	0.0043456871262179675
49.0	0.004330326276786423
50.0	0.004323876589495512
51.0	0.004312753215771181
