#Duplication rate	Coverage
1.0	25237.0
2.0	7312.0
3.0	2837.0
4.0	1651.0
5.0	921.0
6.0	702.0
7.0	488.0
8.0	428.0
9.0	307.0
10.0	263.0
11.0	219.0
12.0	216.0
13.0	160.0
14.0	165.0
15.0	126.0
16.0	112.0
17.0	121.0
18.0	109.0
19.0	95.0
20.0	71.0
21.0	63.0
22.0	57.0
23.0	58.0
24.0	53.0
25.0	49.0
26.0	54.0
27.0	43.0
28.0	36.0
29.0	50.0
30.0	40.0
31.0	25.0
32.0	44.0
33.0	36.0
34.0	26.0
35.0	31.0
36.0	23.0
37.0	36.0
38.0	21.0
39.0	19.0
40.0	24.0
41.0	26.0
42.0	17.0
43.0	17.0
44.0	25.0
45.0	29.0
46.0	22.0
47.0	22.0
48.0	18.0
49.0	16.0
50.0	2045.0
