#Duplication rate	Coverage
1.0	9062.0
2.0	2154.0
3.0	761.0
4.0	454.0
5.0	275.0
6.0	226.0
7.0	163.0
8.0	133.0
9.0	108.0
10.0	93.0
11.0	91.0
12.0	60.0
13.0	56.0
14.0	49.0
15.0	57.0
16.0	35.0
17.0	47.0
18.0	36.0
19.0	30.0
20.0	31.0
21.0	22.0
22.0	18.0
23.0	25.0
24.0	12.0
25.0	15.0
26.0	19.0
27.0	16.0
28.0	18.0
29.0	9.0
30.0	11.0
31.0	17.0
32.0	7.0
33.0	13.0
34.0	5.0
35.0	7.0
36.0	5.0
37.0	9.0
38.0	10.0
39.0	8.0
40.0	5.0
41.0	4.0
42.0	6.0
43.0	6.0
44.0	7.0
45.0	6.0
46.0	9.0
47.0	4.0
48.0	2.0
49.0	3.0
50.0	1132.0
