#Duplication rate	Coverage
1.0	7736.0
2.0	1919.0
3.0	676.0
4.0	427.0
5.0	247.0
6.0	157.0
7.0	125.0
8.0	116.0
9.0	69.0
10.0	81.0
11.0	55.0
12.0	47.0
13.0	40.0
14.0	36.0
15.0	41.0
16.0	27.0
17.0	27.0
18.0	27.0
19.0	18.0
20.0	18.0
21.0	26.0
22.0	6.0
23.0	19.0
24.0	22.0
25.0	15.0
26.0	16.0
27.0	15.0
28.0	20.0
29.0	13.0
30.0	14.0
31.0	16.0
32.0	8.0
33.0	15.0
34.0	7.0
35.0	11.0
36.0	19.0
37.0	16.0
38.0	15.0
39.0	11.0
40.0	11.0
41.0	21.0
42.0	12.0
43.0	13.0
44.0	13.0
45.0	14.0
46.0	12.0
47.0	10.0
48.0	10.0
49.0	10.0
50.0	1040.0
