#Duplication rate	Coverage
1.0	21353.0
2.0	5721.0
3.0	2034.0
4.0	1268.0
5.0	657.0
6.0	519.0
7.0	363.0
8.0	324.0
9.0	250.0
10.0	235.0
11.0	147.0
12.0	148.0
13.0	101.0
14.0	115.0
15.0	96.0
16.0	91.0
17.0	90.0
18.0	71.0
19.0	60.0
20.0	62.0
21.0	56.0
22.0	55.0
23.0	54.0
24.0	40.0
25.0	33.0
26.0	37.0
27.0	36.0
28.0	48.0
29.0	33.0
30.0	26.0
31.0	29.0
32.0	32.0
33.0	44.0
34.0	31.0
35.0	21.0
36.0	28.0
37.0	25.0
38.0	14.0
39.0	22.0
40.0	20.0
41.0	15.0
42.0	11.0
43.0	13.0
44.0	20.0
45.0	15.0
46.0	17.0
47.0	17.0
48.0	19.0
49.0	16.0
50.0	1803.0
