#Duplication rate	Coverage
1.0	8524.0
2.0	1877.0
3.0	654.0
4.0	417.0
5.0	271.0
6.0	183.0
7.0	150.0
8.0	120.0
9.0	108.0
10.0	100.0
11.0	85.0
12.0	50.0
13.0	55.0
14.0	67.0
15.0	43.0
16.0	33.0
17.0	44.0
18.0	34.0
19.0	21.0
20.0	28.0
21.0	26.0
22.0	21.0
23.0	17.0
24.0	20.0
25.0	14.0
26.0	19.0
27.0	12.0
28.0	21.0
29.0	9.0
30.0	10.0
31.0	7.0
32.0	9.0
33.0	13.0
34.0	6.0
35.0	10.0
36.0	14.0
37.0	3.0
38.0	11.0
39.0	6.0
40.0	3.0
41.0	6.0
42.0	6.0
43.0	9.0
44.0	6.0
45.0	6.0
46.0	5.0
47.0	3.0
48.0	4.0
49.0	3.0
50.0	1159.0
