#Duplication rate	Coverage
1.0	13649.0
2.0	3374.0
3.0	1249.0
4.0	706.0
5.0	463.0
6.0	303.0
7.0	226.0
8.0	204.0
9.0	145.0
10.0	124.0
11.0	109.0
12.0	101.0
13.0	71.0
14.0	79.0
15.0	55.0
16.0	56.0
17.0	60.0
18.0	35.0
19.0	35.0
20.0	34.0
21.0	42.0
22.0	42.0
23.0	31.0
24.0	22.0
25.0	20.0
26.0	28.0
27.0	34.0
28.0	30.0
29.0	26.0
30.0	23.0
31.0	23.0
32.0	16.0
33.0	24.0
34.0	18.0
35.0	24.0
36.0	8.0
37.0	13.0
38.0	13.0
39.0	9.0
40.0	11.0
41.0	13.0
42.0	9.0
43.0	12.0
44.0	15.0
45.0	20.0
46.0	10.0
47.0	7.0
48.0	8.0
49.0	9.0
50.0	1329.0
