#Duplication rate	Coverage
1.0	1033.0
2.0	224.0
3.0	62.0
4.0	44.0
5.0	29.0
6.0	18.0
7.0	27.0
8.0	31.0
9.0	22.0
10.0	19.0
11.0	11.0
12.0	12.0
13.0	20.0
14.0	34.0
15.0	23.0
16.0	33.0
17.0	17.0
18.0	26.0
19.0	20.0
20.0	30.0
21.0	33.0
22.0	31.0
23.0	22.0
24.0	25.0
25.0	18.0
26.0	19.0
27.0	25.0
28.0	25.0
29.0	16.0
30.0	24.0
31.0	27.0
32.0	21.0
33.0	22.0
34.0	26.0
35.0	16.0
36.0	13.0
37.0	17.0
38.0	12.0
39.0	15.0
40.0	13.0
41.0	16.0
42.0	9.0
43.0	17.0
44.0	7.0
45.0	13.0
46.0	8.0
47.0	10.0
48.0	8.0
49.0	8.0
50.0	237.0
