#Duplication rate	Coverage
1.0	8401.0
2.0	2112.0
3.0	801.0
4.0	452.0
5.0	305.0
6.0	182.0
7.0	149.0
8.0	95.0
9.0	82.0
10.0	78.0
11.0	60.0
12.0	63.0
13.0	41.0
14.0	36.0
15.0	35.0
16.0	37.0
17.0	38.0
18.0	26.0
19.0	25.0
20.0	30.0
21.0	21.0
22.0	15.0
23.0	22.0
24.0	14.0
25.0	12.0
26.0	17.0
27.0	16.0
28.0	18.0
29.0	12.0
30.0	13.0
31.0	15.0
32.0	18.0
33.0	19.0
34.0	10.0
35.0	8.0
36.0	15.0
37.0	21.0
38.0	14.0
39.0	8.0
40.0	10.0
41.0	6.0
42.0	14.0
43.0	12.0
44.0	17.0
45.0	10.0
46.0	20.0
47.0	12.0
48.0	10.0
49.0	7.0
50.0	1071.0
