#Duplication rate	Coverage
1.0	8226.0
2.0	1791.0
3.0	643.0
4.0	397.0
5.0	240.0
6.0	182.0
7.0	142.0
8.0	117.0
9.0	104.0
10.0	87.0
11.0	85.0
12.0	53.0
13.0	45.0
14.0	42.0
15.0	37.0
16.0	33.0
17.0	30.0
18.0	20.0
19.0	32.0
20.0	29.0
21.0	19.0
22.0	25.0
23.0	15.0
24.0	17.0
25.0	19.0
26.0	21.0
27.0	10.0
28.0	14.0
29.0	18.0
30.0	15.0
31.0	8.0
32.0	18.0
33.0	9.0
34.0	6.0
35.0	11.0
36.0	8.0
37.0	9.0
38.0	6.0
39.0	5.0
40.0	3.0
41.0	9.0
42.0	6.0
43.0	7.0
44.0	11.0
45.0	7.0
46.0	6.0
47.0	5.0
48.0	9.0
49.0	3.0
50.0	1037.0
