#Duplication rate	Coverage
1.0	17422.0
2.0	4481.0
3.0	1693.0
4.0	924.0
5.0	574.0
6.0	377.0
7.0	292.0
8.0	222.0
9.0	176.0
10.0	153.0
11.0	147.0
12.0	112.0
13.0	115.0
14.0	89.0
15.0	75.0
16.0	69.0
17.0	59.0
18.0	69.0
19.0	63.0
20.0	54.0
21.0	38.0
22.0	53.0
23.0	41.0
24.0	49.0
25.0	38.0
26.0	37.0
27.0	30.0
28.0	28.0
29.0	26.0
30.0	22.0
31.0	29.0
32.0	33.0
33.0	33.0
34.0	28.0
35.0	18.0
36.0	19.0
37.0	15.0
38.0	14.0
39.0	13.0
40.0	20.0
41.0	15.0
42.0	19.0
43.0	18.0
44.0	17.0
45.0	17.0
46.0	14.0
47.0	19.0
48.0	5.0
49.0	10.0
50.0	1510.0
