#Duplication rate	Coverage
1.0	21498.0
2.0	5574.0
3.0	2162.0
4.0	1134.0
5.0	659.0
6.0	483.0
7.0	361.0
8.0	286.0
9.0	238.0
10.0	239.0
11.0	180.0
12.0	139.0
13.0	110.0
14.0	119.0
15.0	89.0
16.0	84.0
17.0	75.0
18.0	71.0
19.0	76.0
20.0	65.0
21.0	63.0
22.0	54.0
23.0	62.0
24.0	55.0
25.0	44.0
26.0	53.0
27.0	37.0
28.0	39.0
29.0	37.0
30.0	40.0
31.0	43.0
32.0	26.0
33.0	29.0
34.0	27.0
35.0	25.0
36.0	24.0
37.0	19.0
38.0	32.0
39.0	27.0
40.0	17.0
41.0	21.0
42.0	19.0
43.0	21.0
44.0	14.0
45.0	8.0
46.0	24.0
47.0	12.0
48.0	16.0
49.0	12.0
50.0	1767.0
