#Duplication rate	Coverage
1.0	29194.0
2.0	8849.0
3.0	3712.0
4.0	2093.0
5.0	1172.0
6.0	879.0
7.0	565.0
8.0	484.0
9.0	358.0
10.0	321.0
11.0	244.0
12.0	237.0
13.0	167.0
14.0	156.0
15.0	142.0
16.0	138.0
17.0	131.0
18.0	90.0
19.0	102.0
20.0	89.0
21.0	88.0
22.0	87.0
23.0	60.0
24.0	61.0
25.0	53.0
26.0	54.0
27.0	44.0
28.0	59.0
29.0	58.0
30.0	54.0
31.0	53.0
32.0	42.0
33.0	49.0
34.0	38.0
35.0	30.0
36.0	32.0
37.0	29.0
38.0	23.0
39.0	35.0
40.0	21.0
41.0	25.0
42.0	24.0
43.0	26.0
44.0	35.0
45.0	25.0
46.0	18.0
47.0	16.0
48.0	24.0
49.0	19.0
50.0	2192.0
