#Duplication rate	Coverage
1.0	23024.0
2.0	6400.0
3.0	2450.0
4.0	1507.0
5.0	818.0
6.0	646.0
7.0	419.0
8.0	360.0
9.0	236.0
10.0	205.0
11.0	179.0
12.0	155.0
13.0	123.0
14.0	126.0
15.0	115.0
16.0	92.0
17.0	103.0
18.0	89.0
19.0	80.0
20.0	75.0
21.0	60.0
22.0	59.0
23.0	59.0
24.0	48.0
25.0	68.0
26.0	47.0
27.0	29.0
28.0	32.0
29.0	39.0
30.0	39.0
31.0	24.0
32.0	26.0
33.0	31.0
34.0	24.0
35.0	30.0
36.0	23.0
37.0	26.0
38.0	35.0
39.0	18.0
40.0	19.0
41.0	18.0
42.0	24.0
43.0	12.0
44.0	26.0
45.0	22.0
46.0	25.0
47.0	17.0
48.0	21.0
49.0	17.0
50.0	1865.0
