#Duplication rate	Coverage
1.0	16683.0
2.0	4322.0
3.0	1554.0
4.0	857.0
5.0	492.0
6.0	380.0
7.0	259.0
8.0	233.0
9.0	179.0
10.0	147.0
11.0	133.0
12.0	109.0
13.0	106.0
14.0	86.0
15.0	71.0
16.0	72.0
17.0	66.0
18.0	61.0
19.0	68.0
20.0	55.0
21.0	44.0
22.0	52.0
23.0	36.0
24.0	23.0
25.0	39.0
26.0	37.0
27.0	33.0
28.0	28.0
29.0	28.0
30.0	19.0
31.0	26.0
32.0	23.0
33.0	19.0
34.0	23.0
35.0	15.0
36.0	20.0
37.0	15.0
38.0	16.0
39.0	11.0
40.0	21.0
41.0	16.0
42.0	10.0
43.0	15.0
44.0	15.0
45.0	21.0
46.0	17.0
47.0	13.0
48.0	6.0
49.0	7.0
50.0	1491.0
