#Duplication rate	Coverage
1.0	25541.0
2.0	7500.0
3.0	2916.0
4.0	1696.0
5.0	987.0
6.0	729.0
7.0	481.0
8.0	400.0
9.0	326.0
10.0	239.0
11.0	214.0
12.0	217.0
13.0	164.0
14.0	139.0
15.0	128.0
16.0	123.0
17.0	97.0
18.0	121.0
19.0	86.0
20.0	86.0
21.0	71.0
22.0	71.0
23.0	68.0
24.0	61.0
25.0	54.0
26.0	48.0
27.0	44.0
28.0	41.0
29.0	36.0
30.0	61.0
31.0	40.0
32.0	32.0
33.0	26.0
34.0	22.0
35.0	24.0
36.0	23.0
37.0	24.0
38.0	33.0
39.0	29.0
40.0	24.0
41.0	38.0
42.0	34.0
43.0	25.0
44.0	15.0
45.0	20.0
46.0	16.0
47.0	15.0
48.0	20.0
49.0	23.0
50.0	2074.0
