#Duplication rate	Coverage
1.0	12079.0
2.0	2749.0
3.0	1037.0
4.0	577.0
5.0	341.0
6.0	282.0
7.0	195.0
8.0	149.0
9.0	120.0
10.0	123.0
11.0	87.0
12.0	97.0
13.0	67.0
14.0	55.0
15.0	65.0
16.0	52.0
17.0	43.0
18.0	43.0
19.0	34.0
20.0	45.0
21.0	29.0
22.0	31.0
23.0	25.0
24.0	25.0
25.0	28.0
26.0	22.0
27.0	21.0
28.0	24.0
29.0	19.0
30.0	21.0
31.0	11.0
32.0	15.0
33.0	12.0
34.0	11.0
35.0	12.0
36.0	4.0
37.0	8.0
38.0	11.0
39.0	14.0
40.0	8.0
41.0	7.0
42.0	9.0
43.0	8.0
44.0	4.0
45.0	15.0
46.0	7.0
47.0	8.0
48.0	11.0
49.0	3.0
50.0	1193.0
