#Duplication rate	Coverage
1.0	26047.0
2.0	7696.0
3.0	3130.0
4.0	1867.0
5.0	1023.0
6.0	729.0
7.0	505.0
8.0	401.0
9.0	312.0
10.0	284.0
11.0	221.0
12.0	207.0
13.0	172.0
14.0	163.0
15.0	107.0
16.0	135.0
17.0	93.0
18.0	108.0
19.0	81.0
20.0	79.0
21.0	77.0
22.0	64.0
23.0	48.0
24.0	47.0
25.0	51.0
26.0	59.0
27.0	47.0
28.0	38.0
29.0	33.0
30.0	32.0
31.0	38.0
32.0	31.0
33.0	35.0
34.0	32.0
35.0	37.0
36.0	47.0
37.0	33.0
38.0	33.0
39.0	29.0
40.0	30.0
41.0	22.0
42.0	19.0
43.0	28.0
44.0	20.0
45.0	27.0
46.0	22.0
47.0	15.0
48.0	17.0
49.0	25.0
50.0	2031.0
