#Coverage (X)	Coverage
1.0	0.011397906070314434
2.0	0.008631582223983969
3.0	0.006926154041778432
4.0	0.006734782160989994
5.0	0.006233046342629223
6.0	0.006103211333311265
7.0	0.005879715647722605
8.0	0.005802194768619984
9.0	0.005645252377945553
10.0	0.005615247310998939
11.0	0.005485443459591011
12.0	0.0054477112310564735
13.0	0.00537863414545825
14.0	0.0053660463499767275
15.0	0.005302826951393058
16.0	0.0052843503110011625
17.0	0.0052588631409378195
18.0	0.005217734700266874
19.0	0.0051591578302065955
20.0	0.005148003298572235
21.0	0.005112514439531424
22.0	0.005102512750553956
23.0	0.005041567879374043
24.0	0.005032127032762901
25.0	0.00501773207852807
26.0	0.0050132141816305875
27.0	0.00498355185168009
28.0	0.004966477317211115
29.0	0.004950430993758914
30.0	0.004937438145447004
31.0	0.004923074349122203
32.0	0.004922108453925489
33.0	0.0049043484454500685
34.0	0.004897992231889248
35.0	0.004883285698554118
36.0	0.004883098751093939
37.0	0.00485390378979389
38.0	0.004851940841490432
39.0	0.004845678101659701
40.0	0.00484253115278932
41.0	0.004838075571711897
42.0	0.004823774091207156
43.0	0.004811155137815604
44.0	0.004808974084141937
45.0	0.004804892397984872
46.0	0.0047927719711537975
47.0	0.004775385857598735
48.0	0.004767907959291051
49.0	0.004762393009286825
50.0	0.0047548216372490515
51.0	0.004743386684424422
