#Duplication rate	Coverage
1.0	20318.0
2.0	5483.0
3.0	2094.0
4.0	1206.0
5.0	738.0
6.0	552.0
7.0	368.0
8.0	293.0
9.0	259.0
10.0	201.0
11.0	171.0
12.0	138.0
13.0	127.0
14.0	114.0
15.0	104.0
16.0	96.0
17.0	64.0
18.0	77.0
19.0	69.0
20.0	52.0
21.0	70.0
22.0	51.0
23.0	45.0
24.0	61.0
25.0	35.0
26.0	39.0
27.0	28.0
28.0	37.0
29.0	33.0
30.0	36.0
31.0	33.0
32.0	25.0
33.0	27.0
34.0	41.0
35.0	27.0
36.0	29.0
37.0	16.0
38.0	20.0
39.0	17.0
40.0	20.0
41.0	16.0
42.0	22.0
43.0	19.0
44.0	20.0
45.0	19.0
46.0	18.0
47.0	18.0
48.0	13.0
49.0	14.0
50.0	1717.0
