#Duplication rate	Coverage
1.0	13941.0
2.0	3217.0
3.0	1232.0
4.0	684.0
5.0	434.0
6.0	304.0
7.0	215.0
8.0	167.0
9.0	135.0
10.0	131.0
11.0	101.0
12.0	98.0
13.0	83.0
14.0	76.0
15.0	70.0
16.0	80.0
17.0	59.0
18.0	70.0
19.0	56.0
20.0	41.0
21.0	44.0
22.0	47.0
23.0	35.0
24.0	33.0
25.0	33.0
26.0	34.0
27.0	34.0
28.0	21.0
29.0	28.0
30.0	23.0
31.0	24.0
32.0	17.0
33.0	18.0
34.0	17.0
35.0	26.0
36.0	26.0
37.0	15.0
38.0	15.0
39.0	14.0
40.0	12.0
41.0	17.0
42.0	12.0
43.0	8.0
44.0	15.0
45.0	17.0
46.0	9.0
47.0	10.0
48.0	7.0
49.0	10.0
50.0	1357.0
