#Duplication rate	Coverage
1.0	38436.0
2.0	13096.0
3.0	5777.0
4.0	3486.0
5.0	2042.0
6.0	1466.0
7.0	1019.0
8.0	865.0
9.0	643.0
10.0	534.0
11.0	432.0
12.0	356.0
13.0	300.0
14.0	291.0
15.0	219.0
16.0	212.0
17.0	179.0
18.0	187.0
19.0	158.0
20.0	134.0
21.0	120.0
22.0	131.0
23.0	101.0
24.0	102.0
25.0	101.0
26.0	85.0
27.0	88.0
28.0	76.0
29.0	65.0
30.0	73.0
31.0	77.0
32.0	61.0
33.0	48.0
34.0	50.0
35.0	54.0
36.0	49.0
37.0	31.0
38.0	53.0
39.0	49.0
40.0	35.0
41.0	23.0
42.0	37.0
43.0	41.0
44.0	30.0
45.0	26.0
46.0	35.0
47.0	37.0
48.0	26.0
49.0	31.0
50.0	2997.0
