#Duplication rate	Coverage
1.0	12463.0
2.0	2805.0
3.0	982.0
4.0	562.0
5.0	346.0
6.0	264.0
7.0	202.0
8.0	145.0
9.0	143.0
10.0	115.0
11.0	95.0
12.0	93.0
13.0	73.0
14.0	71.0
15.0	75.0
16.0	54.0
17.0	40.0
18.0	57.0
19.0	34.0
20.0	43.0
21.0	39.0
22.0	36.0
23.0	24.0
24.0	24.0
25.0	31.0
26.0	33.0
27.0	21.0
28.0	23.0
29.0	13.0
30.0	22.0
31.0	18.0
32.0	12.0
33.0	16.0
34.0	11.0
35.0	16.0
36.0	14.0
37.0	11.0
38.0	6.0
39.0	15.0
40.0	7.0
41.0	9.0
42.0	16.0
43.0	9.0
44.0	2.0
45.0	6.0
46.0	12.0
47.0	8.0
48.0	10.0
49.0	5.0
50.0	1222.0
