#Duplication rate	Coverage
1.0	7980.0
2.0	1668.0
3.0	587.0
4.0	390.0
5.0	245.0
6.0	177.0
7.0	142.0
8.0	124.0
9.0	94.0
10.0	78.0
11.0	56.0
12.0	57.0
13.0	37.0
14.0	52.0
15.0	48.0
16.0	32.0
17.0	39.0
18.0	35.0
19.0	25.0
20.0	31.0
21.0	20.0
22.0	20.0
23.0	14.0
24.0	15.0
25.0	14.0
26.0	15.0
27.0	18.0
28.0	13.0
29.0	11.0
30.0	10.0
31.0	9.0
32.0	10.0
33.0	6.0
34.0	10.0
35.0	7.0
36.0	10.0
37.0	6.0
38.0	5.0
39.0	5.0
40.0	2.0
41.0	2.0
42.0	5.0
43.0	8.0
44.0	4.0
45.0	9.0
46.0	2.0
47.0	2.0
48.0	5.0
49.0	3.0
50.0	1118.0
