#Duplication rate	Coverage
1.0	15642.0
2.0	4060.0
3.0	1483.0
4.0	813.0
5.0	481.0
6.0	366.0
7.0	254.0
8.0	242.0
9.0	178.0
10.0	160.0
11.0	109.0
12.0	111.0
13.0	104.0
14.0	79.0
15.0	71.0
16.0	67.0
17.0	49.0
18.0	53.0
19.0	49.0
20.0	48.0
21.0	51.0
22.0	32.0
23.0	32.0
24.0	36.0
25.0	31.0
26.0	35.0
27.0	35.0
28.0	33.0
29.0	27.0
30.0	19.0
31.0	20.0
32.0	24.0
33.0	26.0
34.0	16.0
35.0	18.0
36.0	23.0
37.0	13.0
38.0	20.0
39.0	20.0
40.0	14.0
41.0	23.0
42.0	14.0
43.0	11.0
44.0	20.0
45.0	15.0
46.0	13.0
47.0	8.0
48.0	17.0
49.0	12.0
50.0	1407.0
