#Duplication rate	Coverage
1.0	20302.0
2.0	5516.0
3.0	2088.0
4.0	1214.0
5.0	746.0
6.0	500.0
7.0	375.0
8.0	302.0
9.0	236.0
10.0	176.0
11.0	153.0
12.0	152.0
13.0	127.0
14.0	99.0
15.0	108.0
16.0	84.0
17.0	105.0
18.0	60.0
19.0	65.0
20.0	69.0
21.0	67.0
22.0	49.0
23.0	57.0
24.0	48.0
25.0	39.0
26.0	39.0
27.0	46.0
28.0	28.0
29.0	36.0
30.0	18.0
31.0	36.0
32.0	29.0
33.0	21.0
34.0	29.0
35.0	25.0
36.0	27.0
37.0	15.0
38.0	25.0
39.0	22.0
40.0	18.0
41.0	16.0
42.0	19.0
43.0	17.0
44.0	18.0
45.0	19.0
46.0	13.0
47.0	16.0
48.0	16.0
49.0	14.0
50.0	1677.0
