#Duplication rate	Coverage
1.0	16096.0
2.0	3912.0
3.0	1409.0
4.0	817.0
5.0	489.0
6.0	370.0
7.0	231.0
8.0	215.0
9.0	172.0
10.0	156.0
11.0	107.0
12.0	106.0
13.0	115.0
14.0	94.0
15.0	81.0
16.0	69.0
17.0	67.0
18.0	54.0
19.0	48.0
20.0	44.0
21.0	45.0
22.0	38.0
23.0	34.0
24.0	46.0
25.0	18.0
26.0	35.0
27.0	26.0
28.0	30.0
29.0	27.0
30.0	36.0
31.0	24.0
32.0	25.0
33.0	26.0
34.0	9.0
35.0	23.0
36.0	23.0
37.0	12.0
38.0	16.0
39.0	20.0
40.0	17.0
41.0	9.0
42.0	15.0
43.0	17.0
44.0	14.0
45.0	8.0
46.0	14.0
47.0	12.0
48.0	13.0
49.0	9.0
50.0	1441.0
