#Duplication rate	Coverage
1.0	25897.0
2.0	7396.0
3.0	2899.0
4.0	1676.0
5.0	970.0
6.0	689.0
7.0	468.0
8.0	367.0
9.0	288.0
10.0	237.0
11.0	196.0
12.0	181.0
13.0	153.0
14.0	150.0
15.0	132.0
16.0	106.0
17.0	108.0
18.0	98.0
19.0	82.0
20.0	71.0
21.0	65.0
22.0	54.0
23.0	71.0
24.0	61.0
25.0	67.0
26.0	57.0
27.0	46.0
28.0	50.0
29.0	32.0
30.0	40.0
31.0	46.0
32.0	34.0
33.0	39.0
34.0	33.0
35.0	30.0
36.0	39.0
37.0	26.0
38.0	30.0
39.0	26.0
40.0	26.0
41.0	17.0
42.0	23.0
43.0	19.0
44.0	20.0
45.0	20.0
46.0	18.0
47.0	18.0
48.0	20.0
49.0	8.0
50.0	2031.0
