#Duplication rate	Coverage
1.0	22902.0
2.0	6302.0
3.0	2461.0
4.0	1385.0
5.0	807.0
6.0	566.0
7.0	391.0
8.0	325.0
9.0	237.0
10.0	229.0
11.0	194.0
12.0	169.0
13.0	109.0
14.0	113.0
15.0	125.0
16.0	103.0
17.0	78.0
18.0	80.0
19.0	63.0
20.0	75.0
21.0	62.0
22.0	53.0
23.0	50.0
24.0	58.0
25.0	64.0
26.0	42.0
27.0	43.0
28.0	33.0
29.0	39.0
30.0	30.0
31.0	30.0
32.0	45.0
33.0	26.0
34.0	32.0
35.0	24.0
36.0	26.0
37.0	19.0
38.0	21.0
39.0	26.0
40.0	20.0
41.0	20.0
42.0	24.0
43.0	19.0
44.0	18.0
45.0	23.0
46.0	19.0
47.0	15.0
48.0	24.0
49.0	9.0
50.0	1869.0
