#Duplication rate	Coverage
1.0	7776.0
2.0	1741.0
3.0	586.0
4.0	415.0
5.0	226.0
6.0	202.0
7.0	145.0
8.0	114.0
9.0	79.0
10.0	79.0
11.0	61.0
12.0	62.0
13.0	54.0
14.0	45.0
15.0	41.0
16.0	39.0
17.0	33.0
18.0	24.0
19.0	31.0
20.0	22.0
21.0	30.0
22.0	27.0
23.0	26.0
24.0	20.0
25.0	12.0
26.0	13.0
27.0	16.0
28.0	21.0
29.0	17.0
30.0	10.0
31.0	16.0
32.0	10.0
33.0	10.0
34.0	5.0
35.0	12.0
36.0	8.0
37.0	11.0
38.0	5.0
39.0	8.0
40.0	13.0
41.0	7.0
42.0	8.0
43.0	4.0
44.0	5.0
45.0	7.0
46.0	1.0
47.0	4.0
48.0	4.0
49.0	4.0
50.0	1053.0
