#Duplication rate	Coverage
1.0	16534.0
2.0	4275.0
3.0	1630.0
4.0	952.0
5.0	527.0
6.0	435.0
7.0	317.0
8.0	237.0
9.0	174.0
10.0	167.0
11.0	147.0
12.0	111.0
13.0	92.0
14.0	81.0
15.0	78.0
16.0	73.0
17.0	67.0
18.0	68.0
19.0	49.0
20.0	57.0
21.0	40.0
22.0	47.0
23.0	44.0
24.0	48.0
25.0	39.0
26.0	43.0
27.0	34.0
28.0	29.0
29.0	25.0
30.0	26.0
31.0	26.0
32.0	30.0
33.0	22.0
34.0	24.0
35.0	32.0
36.0	34.0
37.0	22.0
38.0	22.0
39.0	20.0
40.0	10.0
41.0	21.0
42.0	14.0
43.0	12.0
44.0	19.0
45.0	14.0
46.0	10.0
47.0	12.0
48.0	13.0
49.0	11.0
50.0	1449.0
