#Duplication rate	Coverage
1.0	32633.0
2.0	10284.0
3.0	4415.0
4.0	2587.0
5.0	1461.0
6.0	1103.0
7.0	689.0
8.0	579.0
9.0	484.0
10.0	394.0
11.0	326.0
12.0	262.0
13.0	223.0
14.0	180.0
15.0	159.0
16.0	165.0
17.0	149.0
18.0	155.0
19.0	126.0
20.0	106.0
21.0	96.0
22.0	105.0
23.0	80.0
24.0	74.0
25.0	78.0
26.0	73.0
27.0	76.0
28.0	62.0
29.0	59.0
30.0	47.0
31.0	59.0
32.0	45.0
33.0	43.0
34.0	39.0
35.0	44.0
36.0	33.0
37.0	27.0
38.0	41.0
39.0	38.0
40.0	33.0
41.0	38.0
42.0	20.0
43.0	24.0
44.0	33.0
45.0	33.0
46.0	29.0
47.0	32.0
48.0	23.0
49.0	17.0
50.0	2392.0
