#Duplication rate	Coverage
1.0	6864.0
2.0	1512.0
3.0	603.0
4.0	342.0
5.0	180.0
6.0	131.0
7.0	106.0
8.0	90.0
9.0	61.0
10.0	48.0
11.0	40.0
12.0	50.0
13.0	45.0
14.0	38.0
15.0	25.0
16.0	20.0
17.0	32.0
18.0	24.0
19.0	27.0
20.0	24.0
21.0	9.0
22.0	17.0
23.0	15.0
24.0	25.0
25.0	12.0
26.0	8.0
27.0	17.0
28.0	12.0
29.0	14.0
30.0	19.0
31.0	23.0
32.0	14.0
33.0	13.0
34.0	9.0
35.0	8.0
36.0	3.0
37.0	9.0
38.0	9.0
39.0	8.0
40.0	7.0
41.0	13.0
42.0	8.0
43.0	11.0
44.0	9.0
45.0	10.0
46.0	7.0
47.0	9.0
48.0	10.0
49.0	15.0
50.0	972.0
