#Duplication rate	Coverage
1.0	24175.0
2.0	6970.0
3.0	2824.0
4.0	1588.0
5.0	898.0
6.0	654.0
7.0	472.0
8.0	417.0
9.0	290.0
10.0	244.0
11.0	230.0
12.0	174.0
13.0	163.0
14.0	155.0
15.0	118.0
16.0	123.0
17.0	94.0
18.0	82.0
19.0	79.0
20.0	73.0
21.0	59.0
22.0	64.0
23.0	59.0
24.0	49.0
25.0	65.0
26.0	56.0
27.0	43.0
28.0	40.0
29.0	39.0
30.0	34.0
31.0	42.0
32.0	28.0
33.0	41.0
34.0	30.0
35.0	25.0
36.0	24.0
37.0	25.0
38.0	23.0
39.0	27.0
40.0	22.0
41.0	29.0
42.0	28.0
43.0	29.0
44.0	27.0
45.0	24.0
46.0	16.0
47.0	27.0
48.0	18.0
49.0	21.0
50.0	1912.0
