#Duplication rate	Coverage
1.0	14424.0
2.0	3459.0
3.0	1179.0
4.0	668.0
5.0	425.0
6.0	320.0
7.0	236.0
8.0	176.0
9.0	147.0
10.0	134.0
11.0	126.0
12.0	103.0
13.0	71.0
14.0	66.0
15.0	66.0
16.0	60.0
17.0	54.0
18.0	59.0
19.0	48.0
20.0	44.0
21.0	32.0
22.0	38.0
23.0	30.0
24.0	31.0
25.0	27.0
26.0	29.0
27.0	23.0
28.0	22.0
29.0	16.0
30.0	21.0
31.0	19.0
32.0	18.0
33.0	23.0
34.0	20.0
35.0	17.0
36.0	23.0
37.0	24.0
38.0	19.0
39.0	18.0
40.0	10.0
41.0	13.0
42.0	13.0
43.0	13.0
44.0	12.0
45.0	8.0
46.0	9.0
47.0	10.0
48.0	13.0
49.0	12.0
50.0	1343.0
