#Duplication rate	Coverage
1.0	15825.0
2.0	3720.0
3.0	1332.0
4.0	772.0
5.0	463.0
6.0	349.0
7.0	228.0
8.0	209.0
9.0	172.0
10.0	132.0
11.0	117.0
12.0	89.0
13.0	106.0
14.0	88.0
15.0	85.0
16.0	79.0
17.0	69.0
18.0	49.0
19.0	50.0
20.0	59.0
21.0	38.0
22.0	36.0
23.0	37.0
24.0	40.0
25.0	39.0
26.0	32.0
27.0	29.0
28.0	31.0
29.0	31.0
30.0	19.0
31.0	19.0
32.0	21.0
33.0	30.0
34.0	30.0
35.0	27.0
36.0	22.0
37.0	15.0
38.0	19.0
39.0	13.0
40.0	12.0
41.0	12.0
42.0	13.0
43.0	9.0
44.0	13.0
45.0	12.0
46.0	16.0
47.0	9.0
48.0	9.0
49.0	9.0
50.0	1425.0
