#Coverage	Number of genomic locations
0.0	3.209248456E9
1.0	25046.0
2.0	18502.0
3.0	1470.0
4.0	4247.0
5.0	552.0
6.0	1701.0
7.0	356.0
8.0	1158.0
9.0	506.0
10.0	1460.0
11.0	122.0
12.0	601.0
13.0	570.0
14.0	1031.0
15.0	51.0
16.0	217.0
17.0	7.0
18.0	288.0
19.0	244.0
20.0	845.0
21.0	304.0
22.0	187.0
23.0	114.0
24.0	152.0
25.0	316.0
26.0	59.0
27.0	497.0
28.0	790.0
29.0	152.0
30.0	107.0
31.0	38.0
32.0	384.0
33.0	208.0
34.0	220.0
35.0	206.0
36.0	637.0
37.0	814.0
38.0	334.0
39.0	6.0
40.0	220.0
41.0	343.0
42.0	105.0
43.0	219.0
44.0	129.0
45.0	219.0
46.0	258.0
47.0	169.0
48.0	1.0
49.0	101.0
50.0	247.0
51.0	5.0
52.0	119.0
53.0	498.0
54.0	234.0
55.0	73.0
56.0	368.0
57.0	167.0
58.0	279.0
59.0	85.0
60.0	178.0
61.0	265.0
62.0	156.0
63.0	76.0
64.0	340.0
65.0	280.0
66.0	87.0
67.0	56.0
68.0	94.0
69.0	159.0
70.0	614.0
71.0	390.0
72.0	361.0
73.0	185.0
74.0	146.0
75.0	268.0
76.0	128.0
77.0	106.0
78.0	109.0
79.0	160.0
80.0	442.0
81.0	224.0
82.0	4.0
83.0	119.0
84.0	34.0
85.0	21.0
86.0	222.0
87.0	74.0
88.0	310.0
89.0	47.0
90.0	25.0
91.0	265.0
92.0	75.0
93.0	226.0
94.0	155.0
95.0	103.0
96.0	53.0
97.0	116.0
98.0	37.0
99.0	275.0
100.0	12.0
101.0	255.0
102.0	391.0
103.0	235.0
104.0	254.0
105.0	252.0
106.0	273.0
107.0	515.0
108.0	93.0
109.0	70.0
110.0	61.0
111.0	206.0
112.0	301.0
113.0	478.0
114.0	387.0
115.0	385.0
116.0	302.0
117.0	144.0
118.0	212.0
119.0	44.0
120.0	6.0
121.0	84.0
122.0	129.0
123.0	317.0
124.0	189.0
125.0	162.0
126.0	272.0
127.0	433.0
128.0	460.0
129.0	245.0
130.0	256.0
131.0	85.0
132.0	128.0
133.0	145.0
134.0	180.0
135.0	33.0
136.0	252.0
137.0	316.0
138.0	152.0
139.0	73.0
140.0	177.0
141.0	148.0
142.0	128.0
143.0	38.0
144.0	210.0
145.0	393.0
146.0	173.0
147.0	207.0
148.0	215.0
149.0	334.0
150.0	377.0
151.0	429.0
152.0	564.0
153.0	235.0
154.0	547.0
155.0	73.0
156.0	228.0
157.0	195.0
158.0	270.0
159.0	177.0
160.0	174.0
161.0	183.0
162.0	329.0
163.0	102.0
164.0	75.0
165.0	114.0
166.0	238.0
167.0	215.0
168.0	378.0
169.0	147.0
170.0	169.0
171.0	186.0
172.0	382.0
173.0	252.0
174.0	180.0
175.0	235.0
176.0	139.0
177.0	334.0
178.0	67.0
179.0	164.0
180.0	126.0
181.0	284.0
182.0	13.0
183.0	94.0
184.0	154.0
185.0	314.0
186.0	515.0
187.0	151.0
188.0	292.0
189.0	60.0
190.0	66.0
191.0	152.0
192.0	209.0
193.0	240.0
194.0	64.0
195.0	150.0
196.0	136.0
197.0	365.0
198.0	212.0
199.0	200.0
200.0	76.0
201.0	155.0
202.0	292.0
203.0	113.0
204.0	577.0
205.0	261.0
206.0	399.0
207.0	58.0
208.0	155.0
209.0	58.0
210.0	572.0
211.0	176.0
212.0	386.0
213.0	658.0
214.0	253.0
215.0	126.0
216.0	382.0
217.0	120.0
218.0	191.0
