#Duplication rate	Coverage
1.0	16433.0
2.0	4170.0
3.0	1512.0
4.0	822.0
5.0	494.0
6.0	369.0
7.0	265.0
8.0	235.0
9.0	182.0
10.0	163.0
11.0	118.0
12.0	118.0
13.0	90.0
14.0	76.0
15.0	67.0
16.0	75.0
17.0	46.0
18.0	57.0
19.0	47.0
20.0	50.0
21.0	44.0
22.0	51.0
23.0	47.0
24.0	34.0
25.0	34.0
26.0	27.0
27.0	26.0
28.0	32.0
29.0	27.0
30.0	21.0
31.0	24.0
32.0	21.0
33.0	18.0
34.0	19.0
35.0	19.0
36.0	15.0
37.0	14.0
38.0	17.0
39.0	16.0
40.0	16.0
41.0	12.0
42.0	11.0
43.0	18.0
44.0	11.0
45.0	11.0
46.0	7.0
47.0	11.0
48.0	13.0
49.0	12.0
50.0	1421.0
