#Duplication rate	Coverage
1.0	9732.0
2.0	2126.0
3.0	741.0
4.0	471.0
5.0	298.0
6.0	221.0
7.0	173.0
8.0	136.0
9.0	104.0
10.0	73.0
11.0	76.0
12.0	62.0
13.0	59.0
14.0	50.0
15.0	35.0
16.0	43.0
17.0	37.0
18.0	34.0
19.0	27.0
20.0	31.0
21.0	18.0
22.0	20.0
23.0	15.0
24.0	19.0
25.0	25.0
26.0	21.0
27.0	16.0
28.0	17.0
29.0	9.0
30.0	7.0
31.0	10.0
32.0	6.0
33.0	8.0
34.0	14.0
35.0	8.0
36.0	8.0
37.0	6.0
38.0	4.0
39.0	3.0
40.0	9.0
41.0	12.0
42.0	8.0
43.0	2.0
44.0	9.0
45.0	10.0
46.0	7.0
47.0	5.0
48.0	7.0
49.0	3.0
50.0	1191.0
