#Duplication rate	Coverage
1.0	14611.0
2.0	3478.0
3.0	1212.0
4.0	704.0
5.0	415.0
6.0	349.0
7.0	251.0
8.0	202.0
9.0	149.0
10.0	123.0
11.0	113.0
12.0	79.0
13.0	77.0
14.0	84.0
15.0	58.0
16.0	73.0
17.0	48.0
18.0	58.0
19.0	36.0
20.0	30.0
21.0	28.0
22.0	35.0
23.0	34.0
24.0	42.0
25.0	26.0
26.0	23.0
27.0	29.0
28.0	15.0
29.0	28.0
30.0	25.0
31.0	24.0
32.0	21.0
33.0	19.0
34.0	22.0
35.0	11.0
36.0	20.0
37.0	15.0
38.0	30.0
39.0	14.0
40.0	10.0
41.0	11.0
42.0	12.0
43.0	7.0
44.0	17.0
45.0	14.0
46.0	6.0
47.0	7.0
48.0	10.0
49.0	9.0
50.0	1331.0
