#Duplication rate	Coverage
1.0	27511.0
2.0	7912.0
3.0	3270.0
4.0	1813.0
5.0	1043.0
6.0	767.0
7.0	553.0
8.0	416.0
9.0	327.0
10.0	278.0
11.0	224.0
12.0	188.0
13.0	167.0
14.0	164.0
15.0	121.0
16.0	131.0
17.0	117.0
18.0	106.0
19.0	93.0
20.0	74.0
21.0	72.0
22.0	65.0
23.0	63.0
24.0	45.0
25.0	54.0
26.0	52.0
27.0	41.0
28.0	52.0
29.0	51.0
30.0	37.0
31.0	37.0
32.0	37.0
33.0	54.0
34.0	39.0
35.0	39.0
36.0	36.0
37.0	36.0
38.0	40.0
39.0	30.0
40.0	31.0
41.0	26.0
42.0	23.0
43.0	31.0
44.0	25.0
45.0	24.0
46.0	20.0
47.0	18.0
48.0	23.0
49.0	22.0
50.0	2134.0
