#Duplication rate	Coverage
1.0	30526.0
2.0	9841.0
3.0	4254.0
4.0	2413.0
5.0	1437.0
6.0	1005.0
7.0	762.0
8.0	572.0
9.0	483.0
10.0	370.0
11.0	304.0
12.0	264.0
13.0	241.0
14.0	198.0
15.0	153.0
16.0	172.0
17.0	157.0
18.0	119.0
19.0	116.0
20.0	103.0
21.0	84.0
22.0	96.0
23.0	72.0
24.0	71.0
25.0	66.0
26.0	62.0
27.0	49.0
28.0	53.0
29.0	62.0
30.0	39.0
31.0	40.0
32.0	41.0
33.0	31.0
34.0	50.0
35.0	27.0
36.0	35.0
37.0	27.0
38.0	40.0
39.0	40.0
40.0	25.0
41.0	39.0
42.0	27.0
43.0	24.0
44.0	26.0
45.0	26.0
46.0	21.0
47.0	19.0
48.0	27.0
49.0	17.0
50.0	2293.0
