#Coverage (X)	Coverage
1.0	0.01566320578980651
2.0	0.010714052270316188
3.0	0.00801951624771391
4.0	0.007698247041787454
5.0	0.006888016760427718
6.0	0.00675001837879563
7.0	0.006304678376821471
8.0	0.006222857706205787
9.0	0.006011607079088321
10.0	0.005971724954790147
11.0	0.005818770776542692
12.0	0.0057966486607199386
13.0	0.005722960204508354
14.0	0.0056904313468777445
15.0	0.005620668787273075
16.0	0.005579696136138068
17.0	0.0054824211423465385
18.0	0.005460299026523785
19.0	0.0054410122804853245
20.0	0.005431353328503974
21.0	0.005395054363816598
22.0	0.005384086779642416
23.0	0.0053593162415097595
24.0	0.005340216442917267
25.0	0.00530893390167364
26.0	0.005287466101961513
27.0	0.005246524608736536
28.0	0.0052333448129786575
29.0	0.005208169222015613
30.0	0.005199133428234859
31.0	0.005181809630499856
32.0	0.005165327096321448
33.0	0.005115661388416015
34.0	0.005111330438978712
35.0	0.005094598641520065
36.0	0.005093383483043112
37.0	0.005090797376539058
38.0	0.005089426428511956
39.0	0.005068799892356424
40.0	0.005058642413828807
41.0	0.00504508872315057
42.0	0.005044964091510451
43.0	0.0050444967228600035
44.0	0.0050427518799267546
45.0	0.005035273981619071
46.0	0.005034245770602297
47.0	0.005029977136985053
48.0	0.005018448710430334
49.0	0.004989503012410523
50.0	0.004986511853090292
51.0	0.004983832272870359
