#Duplication rate	Coverage
1.0	25905.0
2.0	7649.0
3.0	2886.0
4.0	1715.0
5.0	993.0
6.0	720.0
7.0	468.0
8.0	434.0
9.0	309.0
10.0	258.0
11.0	201.0
12.0	183.0
13.0	142.0
14.0	146.0
15.0	125.0
16.0	111.0
17.0	94.0
18.0	103.0
19.0	86.0
20.0	78.0
21.0	77.0
22.0	50.0
23.0	70.0
24.0	53.0
25.0	57.0
26.0	55.0
27.0	50.0
28.0	48.0
29.0	47.0
30.0	49.0
31.0	49.0
32.0	41.0
33.0	31.0
34.0	46.0
35.0	28.0
36.0	24.0
37.0	35.0
38.0	26.0
39.0	21.0
40.0	19.0
41.0	26.0
42.0	20.0
43.0	22.0
44.0	18.0
45.0	13.0
46.0	18.0
47.0	13.0
48.0	15.0
49.0	12.0
50.0	2078.0
