#Duplication rate	Coverage
1.0	27132.0
2.0	7835.0
3.0	3174.0
4.0	1767.0
5.0	946.0
6.0	738.0
7.0	472.0
8.0	398.0
9.0	294.0
10.0	296.0
11.0	207.0
12.0	178.0
13.0	166.0
14.0	158.0
15.0	135.0
16.0	111.0
17.0	99.0
18.0	97.0
19.0	75.0
20.0	74.0
21.0	82.0
22.0	62.0
23.0	54.0
24.0	44.0
25.0	63.0
26.0	37.0
27.0	40.0
28.0	32.0
29.0	33.0
30.0	47.0
31.0	47.0
32.0	39.0
33.0	38.0
34.0	38.0
35.0	28.0
36.0	47.0
37.0	28.0
38.0	29.0
39.0	28.0
40.0	34.0
41.0	27.0
42.0	28.0
43.0	31.0
44.0	25.0
45.0	26.0
46.0	27.0
47.0	29.0
48.0	15.0
49.0	21.0
50.0	2073.0
