#Duplication rate	Coverage
1.0	1261.0
2.0	258.0
3.0	98.0
4.0	60.0
5.0	38.0
6.0	38.0
7.0	23.0
8.0	18.0
9.0	26.0
10.0	18.0
11.0	7.0
12.0	22.0
13.0	10.0
14.0	7.0
15.0	17.0
16.0	22.0
17.0	15.0
18.0	18.0
19.0	21.0
20.0	18.0
21.0	19.0
22.0	23.0
23.0	23.0
24.0	7.0
25.0	20.0
26.0	20.0
27.0	21.0
28.0	29.0
29.0	17.0
30.0	19.0
31.0	16.0
32.0	11.0
33.0	17.0
34.0	17.0
35.0	13.0
36.0	18.0
37.0	13.0
38.0	20.0
39.0	11.0
40.0	10.0
41.0	11.0
42.0	20.0
43.0	11.0
44.0	12.0
45.0	8.0
46.0	16.0
47.0	9.0
48.0	8.0
49.0	8.0
50.0	382.0
