#Duplication rate	Coverage
1.0	5926.0
2.0	1280.0
3.0	496.0
4.0	291.0
5.0	180.0
6.0	149.0
7.0	91.0
8.0	96.0
9.0	87.0
10.0	68.0
11.0	47.0
12.0	48.0
13.0	38.0
14.0	40.0
15.0	28.0
16.0	29.0
17.0	21.0
18.0	18.0
19.0	14.0
20.0	17.0
21.0	14.0
22.0	17.0
23.0	8.0
24.0	7.0
25.0	10.0
26.0	13.0
27.0	8.0
28.0	5.0
29.0	7.0
30.0	7.0
31.0	4.0
32.0	6.0
33.0	8.0
34.0	6.0
35.0	3.0
36.0	2.0
37.0	5.0
38.0	5.0
39.0	2.0
40.0	10.0
41.0	7.0
42.0	6.0
43.0	2.0
44.0	2.0
45.0	5.0
46.0	3.0
47.0	2.0
48.0	3.0
49.0	3.0
50.0	1065.0
