#Duplication rate	Coverage
1.0	13785.0
2.0	3188.0
3.0	1118.0
4.0	649.0
5.0	421.0
6.0	300.0
7.0	231.0
8.0	185.0
9.0	141.0
10.0	141.0
11.0	100.0
12.0	93.0
13.0	84.0
14.0	68.0
15.0	63.0
16.0	72.0
17.0	47.0
18.0	46.0
19.0	41.0
20.0	41.0
21.0	37.0
22.0	44.0
23.0	38.0
24.0	34.0
25.0	30.0
26.0	18.0
27.0	32.0
28.0	24.0
29.0	17.0
30.0	28.0
31.0	14.0
32.0	17.0
33.0	14.0
34.0	21.0
35.0	20.0
36.0	12.0
37.0	13.0
38.0	10.0
39.0	17.0
40.0	12.0
41.0	24.0
42.0	15.0
43.0	12.0
44.0	12.0
45.0	7.0
46.0	11.0
47.0	10.0
48.0	9.0
49.0	6.0
50.0	1231.0
