#Duplication rate	Coverage
1.0	25450.0
2.0	7598.0
3.0	2845.0
4.0	1694.0
5.0	968.0
6.0	716.0
7.0	480.0
8.0	409.0
9.0	291.0
10.0	264.0
11.0	201.0
12.0	178.0
13.0	137.0
14.0	172.0
15.0	119.0
16.0	115.0
17.0	100.0
18.0	100.0
19.0	82.0
20.0	75.0
21.0	72.0
22.0	77.0
23.0	61.0
24.0	71.0
25.0	44.0
26.0	50.0
27.0	37.0
28.0	48.0
29.0	37.0
30.0	40.0
31.0	43.0
32.0	41.0
33.0	41.0
34.0	35.0
35.0	37.0
36.0	26.0
37.0	30.0
38.0	25.0
39.0	26.0
40.0	30.0
41.0	22.0
42.0	25.0
43.0	22.0
44.0	23.0
45.0	16.0
46.0	17.0
47.0	25.0
48.0	26.0
49.0	24.0
50.0	2014.0
