Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
NS.2150.TSP0090---TSP200X.BS_140_R2	NS.2150.TSP0090---TSP200X.BS_140_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1196892.0	0.0	20-251	47.0	6.0123219137566295	235.90492625901084	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0091---TSP200X.BS_141_R1	NS.2150.TSP0091---TSP200X.BS_141_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2768984.0	0.0	20-251	48.0	4.949389423792882	234.5115793374032	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0091---TSP200X.BS_141_R2	NS.2150.TSP0091---TSP200X.BS_141_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2754450.0	0.0	20-251	48.0	4.750643545595687	235.74903193014939	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0092---TSP200X.BS_142_R1	NS.2150.TSP0092---TSP200X.BS_142_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1363076.0	0.0	20-251	47.0	6.129078642716914	234.37367835689278	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0092---TSP200X.BS_142_R2	NS.2150.TSP0092---TSP200X.BS_142_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1353965.0	0.0	20-251	48.0	6.174014837902013	235.52617829855276	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0093---TSP200X.BS_143_R1	NS.2150.TSP0093---TSP200X.BS_143_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4257952.0	0.0	20-251	48.0	3.942920433152434	234.57489375173793	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0093---TSP200X.BS_143_R2	NS.2150.TSP0093---TSP200X.BS_143_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4221556.0	0.0	20-251	48.0	4.8221523568900855	235.1824552368842	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0094---TSP200X.BS_144_R1	NS.2150.TSP0094---TSP200X.BS_144_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1679872.0	0.0	20-251	47.0	5.651621075891496	233.94251526306766	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0094---TSP200X.BS_144_R2	NS.2150.TSP0094---TSP200X.BS_144_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1670933.0	0.0	20-251	47.0	5.364248596442826	235.43285098804083	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0095---TSP200X.BS_145_R1	NS.2150.TSP0095---TSP200X.BS_145_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2026936.0	0.0	20-251	47.0	5.400535108505767	234.18619877489965	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0095---TSP200X.BS_145_R2	NS.2150.TSP0095---TSP200X.BS_145_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2017101.0	0.0	20-251	47.0	4.949082866946177	235.6993680534589	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0096---TSP200X.BS_146_R1	NS.2150.TSP0096---TSP200X.BS_146_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1320321.0	0.0	20-251	47.0	6.201446466427482	234.19699754832348	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0096---TSP200X.BS_146_R2	NS.2150.TSP0096---TSP200X.BS_146_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1313694.0	0.0	20-251	47.0	5.614092779597075	235.70758182651363	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0097---TSP200X.BS_147_R1	NS.2150.TSP0097---TSP200X.BS_147_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	953080.0	0.0	20-251	48.0	7.2194359340244265	234.6135654929282	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0097---TSP200X.BS_147_R2	NS.2150.TSP0097---TSP200X.BS_147_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	947190.0	0.0	20-251	48.0	7.0901297522144455	235.7164655454555	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0098---TSP200X.BS_148_R1	NS.2150.TSP0098---TSP200X.BS_148_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2536666.0	0.0	20-251	48.0	4.85786575017061	235.08142262323852	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0098---TSP200X.BS_148_R2	NS.2150.TSP0098---TSP200X.BS_148_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2514769.0	0.0	20-251	48.0	5.700180635030716	235.92339892849006	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0099---TSP200X.BS_149_R1	NS.2150.TSP0099---TSP200X.BS_149_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1953393.0	0.0	20-251	46.0	5.06052801458795	234.85777618738268	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0099---TSP200X.BS_149_R2	NS.2150.TSP0099---TSP200X.BS_149_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1937581.0	0.0	20-251	46.0	5.661567513797343	235.75141065070312	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0100---TSP200X.BS_150_R1	NS.2150.TSP0100---TSP200X.BS_150_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2800005.0	0.0	20-251	48.0	5.025161861065837	235.2610991766086	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0100---TSP200X.BS_150_R2	NS.2150.TSP0100---TSP200X.BS_150_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2781860.0	0.0	20-251	48.0	5.194632002212654	236.43186824642504	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0101---TSP200X.BS_151_R1	NS.2150.TSP0101---TSP200X.BS_151_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2514353.0	0.0	20-251	47.0	5.102771971324223	235.29709551522797	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0101---TSP200X.BS_151_R2	NS.2150.TSP0101---TSP200X.BS_151_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2498470.0	0.0	20-251	47.0	5.182993656600635	236.4125776975509	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0102---TSP200X.BS_152_R1	NS.2150.TSP0102---TSP200X.BS_152_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1544796.0	0.0	20-251	48.0	6.060541327139635	235.18729269107376	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0102---TSP200X.BS_152_R2	NS.2150.TSP0102---TSP200X.BS_152_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1533220.0	0.0	20-251	48.0	6.40025567107134	235.95627633346814	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0103---TSP200X.BS_153_R1	NS.2150.TSP0103---TSP200X.BS_153_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	808629.0	0.0	20-251	48.0	7.519146604932546	234.82465877429576	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0103---TSP200X.BS_153_R2	NS.2150.TSP0103---TSP200X.BS_153_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	802415.0	0.0	20-251	48.0	7.904762498208533	235.71173644560483	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0104---TSP200X.BS_154_R1	NS.2150.TSP0104---TSP200X.BS_154_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	911416.0	0.0	20-251	47.0	7.158860498389319	234.4011889192202	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0104---TSP200X.BS_154_R2	NS.2150.TSP0104---TSP200X.BS_154_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	906834.0	0.0	20-251	47.0	6.506372720916949	235.90473008290382	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0105---TSP200X.BS_155_R1	NS.2150.TSP0105---TSP200X.BS_155_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1444375.0	0.0	20-251	47.0	5.976079619212462	235.1721478147988	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0105---TSP200X.BS_155_R2	NS.2150.TSP0105---TSP200X.BS_155_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1434207.0	0.0	20-251	47.0	6.1574793596740225	236.13667762045506	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0106---TSP200X.BS_156_R1	NS.2150.TSP0106---TSP200X.BS_156_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1476077.0	0.0	20-251	48.0	6.086742087303033	234.64751567838263	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0106---TSP200X.BS_156_R2	NS.2150.TSP0106---TSP200X.BS_156_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1466421.0	0.0	20-251	48.0	6.148507147674509	235.8185882498955	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0107---TSP200X.BS_157_R1	NS.2150.TSP0107---TSP200X.BS_157_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1691418.0	0.0	20-251	47.0	6.126761382471808	234.7012222880447	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0107---TSP200X.BS_157_R2	NS.2150.TSP0107---TSP200X.BS_157_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1682451.0	0.0	20-251	47.0	5.660075687196834	236.28085097277722	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0108---TSP200X.BS_158_R1	NS.2150.TSP0108---TSP200X.BS_158_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3124872.0	0.0	20-251	48.0	4.622917814825542	235.88732498483137	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0108---TSP200X.BS_158_R2	NS.2150.TSP0108---TSP200X.BS_158_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3098379.0	0.0	20-251	48.0	5.373149955874331	236.5925075660531	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0109---TSP200X.BS_159_R1	NS.2150.TSP0109---TSP200X.BS_159_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	741104.0	0.0	20-251	48.0	7.571272048187569	235.2223237224465	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0109---TSP200X.BS_159_R2	NS.2150.TSP0109---TSP200X.BS_159_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	736545.0	0.0	20-251	48.0	7.484810839799333	236.10900759627722	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0110---TSP200X.BS_160_R1	NS.2150.TSP0110---TSP200X.BS_160_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2648517.0	0.0	20-251	48.0	5.476309560544645	234.20677080796537	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0110---TSP200X.BS_160_R2	NS.2150.TSP0110---TSP200X.BS_160_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2633903.0	0.0	20-251	48.0	5.125712823987684	236.0044956097472	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0111---TSP200X.BS_161_R1	NS.2150.TSP0111---TSP200X.BS_161_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1488669.0	0.0	20-251	47.0	6.322963667544632	234.5004040522104	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0111---TSP200X.BS_161_R2	NS.2150.TSP0111---TSP200X.BS_161_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1480106.0	0.0	20-251	48.0	5.931602196058931	236.088070043632	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0112---TSP200X.BS_162_R1	NS.2150.TSP0112---TSP200X.BS_162_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2746879.0	0.0	20-251	47.0	4.843423693638589	234.68675212850658	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0112---TSP200X.BS_162_R2	NS.2150.TSP0112---TSP200X.BS_162_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2729535.0	0.0	20-251	47.0	4.994251454246854	235.92271357575558	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0113---TSP200X.BS_163_R1	NS.2150.TSP0113---TSP200X.BS_163_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44060.0	0.0	20-251	50.0	12.789378120744441	236.65803449841127	242	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0113---TSP200X.BS_163_R2	NS.2150.TSP0113---TSP200X.BS_163_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43837.0	0.0	20-251	50.0	11.7800031936492	237.06900563450967	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0114---TSP200X.BS_164_R1	NS.2150.TSP0114---TSP200X.BS_164_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1501210.0	0.0	20-251	48.0	6.059312154861745	235.25764017026265	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0114---TSP200X.BS_164_R2	NS.2150.TSP0114---TSP200X.BS_164_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1490557.0	0.0	20-251	48.0	6.410623679604336	236.22018211983843	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0115---TSP200X.BS_165_R1	NS.2150.TSP0115---TSP200X.BS_165_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21329.0	0.0	20-251	50.0	16.681513432415958	235.81288386703548	247	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0115---TSP200X.BS_165_R2	NS.2150.TSP0115---TSP200X.BS_165_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21276.0	0.0	20-251	50.0	14.706711787930063	237.07266403459298	247	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0116---TSP200X.BS_166_R1	NS.2150.TSP0116---TSP200X.BS_166_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	799865.0	0.0	20-251	48.0	7.225594319041338	235.14816750326617	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0116---TSP200X.BS_166_R2	NS.2150.TSP0116---TSP200X.BS_166_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	793765.0	0.0	20-251	48.0	7.551857287736295	236.11661763872178	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0117---TSP200X.BS_167_R1	NS.2150.TSP0117---TSP200X.BS_167_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	797357.0	0.0	20-251	48.0	7.58706576853279	234.66452668001912	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0117---TSP200X.BS_167_R2	NS.2150.TSP0117---TSP200X.BS_167_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	792555.0	0.0	20-251	48.0	7.426109229012498	235.84487259559273	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0118---TSP200X.BS_168_R1	NS.2150.TSP0118---TSP200X.BS_168_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2271255.0	0.0	20-251	47.0	5.240502208973148	235.4911333161622	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0118---TSP200X.BS_168_R2	NS.2150.TSP0118---TSP200X.BS_168_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2252848.0	0.0	20-251	47.0	5.735892689826469	236.2418174683778	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0119---TSP200X.BS_169_R1	NS.2150.TSP0119---TSP200X.BS_169_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2068276.0	0.0	20-251	48.0	5.453325258664863	234.97726173876214	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0119---TSP200X.BS_169_R2	NS.2150.TSP0119---TSP200X.BS_169_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2055515.0	0.0	20-251	48.0	5.3552730457802475	236.05381911589066	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0120---TSP200X.BS_170_R1	NS.2150.TSP0120---TSP200X.BS_170_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	853111.0	0.0	20-251	47.0	6.89335854302664	234.8635687501392	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0120---TSP200X.BS_170_R2	NS.2150.TSP0120---TSP200X.BS_170_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	846918.0	0.0	20-251	47.0	7.131741207531308	235.73758970762222	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0121---TSP200X.BS_171_R1	NS.2150.TSP0121---TSP200X.BS_171_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2078471.0	0.0	20-251	48.0	5.556169341602878	234.62209528061734	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0121---TSP200X.BS_171_R2	NS.2150.TSP0121---TSP200X.BS_171_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2065356.0	0.0	20-251	48.0	5.728605421510183	235.60572559887981	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0122---TSP200X.BS_172_R1	NS.2150.TSP0122---TSP200X.BS_172_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1380034.0	0.0	20-251	47.0	6.281222056847875	234.8055323274644	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
NS.2150.TSP0122---TSP200X.BS_172_R2	NS.2150.TSP0122---TSP200X.BS_172_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1371189.0	0.0	20-251	47.0	6.233641022499451	235.9799035727387	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0123---TSP200X.BS_173_R1	NS.2150.TSP0123---TSP200X.BS_173_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1659005.0	0.0	20-251	47.0	6.009746806067493	234.816858900365	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0123---TSP200X.BS_173_R2	NS.2150.TSP0123---TSP200X.BS_173_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1646818.0	0.0	20-251	47.0	6.078289134959043	236.13338025209828	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0124---TSP200X.BS_174_R1	NS.2150.TSP0124---TSP200X.BS_174_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1217193.0	0.0	20-251	48.0	6.378774771133255	235.23287679110874	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0124---TSP200X.BS_174_R2	NS.2150.TSP0124---TSP200X.BS_174_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1208973.0	0.0	20-251	48.0	6.434469586996566	236.61429080715615	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0125---TSP200X.BS_175_R1	NS.2150.TSP0125---TSP200X.BS_175_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	307145.0	0.0	20-251	49.0	8.681241758778427	234.35762262123754	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0125---TSP200X.BS_175_R2	NS.2150.TSP0125---TSP200X.BS_175_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	305568.0	0.0	20-251	49.0	8.213229133940727	235.02680254476908	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0126---TSP200X.BS_176_R1	NS.2150.TSP0126---TSP200X.BS_176_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1650736.0	0.0	20-251	47.0	5.638454604491573	234.65327041998236	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0126---TSP200X.BS_176_R2	NS.2150.TSP0126---TSP200X.BS_176_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1639607.0	0.0	20-251	47.0	5.787484439868822	235.59426679686047	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0127---TSP200X.BS_177_R1	NS.2150.TSP0127---TSP200X.BS_177_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2505237.0	0.0	20-251	48.0	5.3075555143569515	235.32128497224016	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0127---TSP200X.BS_177_R2	NS.2150.TSP0127---TSP200X.BS_177_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2487512.0	0.0	20-251	48.0	5.6125418967834975	236.28235321075837	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0128---TSP200X.BS_178_R1	NS.2150.TSP0128---TSP200X.BS_178_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	779509.0	0.0	20-251	48.0	7.498181547615229	234.28944373958478	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0128---TSP200X.BS_178_R2	NS.2150.TSP0128---TSP200X.BS_178_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	775685.0	0.0	20-251	48.0	6.936191882013961	235.75860690873228	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0129---TSP200X.BS_179_R1	NS.2150.TSP0129---TSP200X.BS_179_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1390118.0	0.0	20-251	48.0	5.925324324985361	235.44604918431384	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0129---TSP200X.BS_179_R2	NS.2150.TSP0129---TSP200X.BS_179_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1377963.0	0.0	20-251	48.0	6.715564931714423	235.94604717252932	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0130---TSP200X.BS_180_R1	NS.2150.TSP0130---TSP200X.BS_180_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2105446.0	0.0	20-251	48.0	5.480360484026544	234.897166206115	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0130---TSP200X.BS_180_R2	NS.2150.TSP0130---TSP200X.BS_180_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2092714.0	0.0	20-251	48.0	5.422988371021655	236.21126393764268	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0131---TSP200X.BS_181_R1	NS.2150.TSP0131---TSP200X.BS_181_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1520681.0	0.0	20-251	48.0	6.230629566621797	234.65804662516334	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0131---TSP200X.BS_181_R2	NS.2150.TSP0131---TSP200X.BS_181_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1512240.0	0.0	20-251	48.0	5.996468814473893	235.97797505686927	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0132---TSP200X.BS_182_R1	NS.2150.TSP0132---TSP200X.BS_182_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	264356.0	0.0	20-251	48.0	7.798952927113438	237.42405317072433	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0132---TSP200X.BS_182_R2	NS.2150.TSP0132---TSP200X.BS_182_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	262856.0	0.0	20-251	48.0	7.3975865112457	237.23255698937822	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0133---TSP200X.BS_183_R1	NS.2150.TSP0133---TSP200X.BS_183_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	417194.0	0.0	20-251	46.0	8.447149287861283	234.91695470212898	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0133---TSP200X.BS_183_R2	NS.2150.TSP0133---TSP200X.BS_183_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	414542.0	0.0	20-251	47.0	8.209059636900482	236.2382291782256	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0134---TSP200X.BS_184_R1	NS.2150.TSP0134---TSP200X.BS_184_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	304562.0	0.0	20-251	46.0	8.921664554343616	232.99040261096263	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0134---TSP200X.BS_184_R2	NS.2150.TSP0134---TSP200X.BS_184_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	302661.0	0.0	20-251	47.0	8.644655241342624	234.08305662110413	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
