#Duplication rate	Coverage
1.0	15793.0
2.0	3852.0
3.0	1400.0
4.0	838.0
5.0	450.0
6.0	357.0
7.0	250.0
8.0	245.0
9.0	142.0
10.0	159.0
11.0	107.0
12.0	104.0
13.0	96.0
14.0	78.0
15.0	66.0
16.0	62.0
17.0	63.0
18.0	52.0
19.0	40.0
20.0	42.0
21.0	53.0
22.0	34.0
23.0	37.0
24.0	35.0
25.0	39.0
26.0	34.0
27.0	36.0
28.0	29.0
29.0	29.0
30.0	31.0
31.0	24.0
32.0	28.0
33.0	18.0
34.0	16.0
35.0	21.0
36.0	20.0
37.0	14.0
38.0	19.0
39.0	20.0
40.0	12.0
41.0	15.0
42.0	12.0
43.0	7.0
44.0	11.0
45.0	15.0
46.0	17.0
47.0	13.0
48.0	9.0
49.0	16.0
50.0	1392.0
