#Duplication rate	Coverage
1.0	34525.0
2.0	11057.0
3.0	4670.0
4.0	2741.0
5.0	1531.0
6.0	1157.0
7.0	783.0
8.0	590.0
9.0	469.0
10.0	402.0
11.0	308.0
12.0	290.0
13.0	224.0
14.0	209.0
15.0	194.0
16.0	170.0
17.0	143.0
18.0	154.0
19.0	114.0
20.0	132.0
21.0	91.0
22.0	93.0
23.0	77.0
24.0	77.0
25.0	55.0
26.0	78.0
27.0	80.0
28.0	57.0
29.0	49.0
30.0	60.0
31.0	56.0
32.0	47.0
33.0	49.0
34.0	40.0
35.0	39.0
36.0	42.0
37.0	45.0
38.0	35.0
39.0	35.0
40.0	39.0
41.0	36.0
42.0	36.0
43.0	31.0
44.0	28.0
45.0	42.0
46.0	35.0
47.0	25.0
48.0	32.0
49.0	26.0
50.0	2606.0
