#Duplication rate	Coverage
1.0	3836.0
2.0	843.0
3.0	352.0
4.0	219.0
5.0	109.0
6.0	89.0
7.0	54.0
8.0	38.0
9.0	36.0
10.0	21.0
11.0	24.0
12.0	23.0
13.0	21.0
14.0	14.0
15.0	10.0
16.0	20.0
17.0	13.0
18.0	16.0
19.0	12.0
20.0	11.0
21.0	10.0
22.0	13.0
23.0	9.0
24.0	11.0
25.0	10.0
26.0	12.0
27.0	3.0
28.0	14.0
29.0	10.0
30.0	2.0
31.0	5.0
32.0	4.0
33.0	6.0
34.0	4.0
35.0	3.0
36.0	6.0
37.0	4.0
38.0	10.0
39.0	4.0
40.0	4.0
41.0	3.0
42.0	2.0
43.0	6.0
44.0	6.0
45.0	4.0
46.0	6.0
47.0	3.0
48.0	8.0
49.0	8.0
50.0	988.0
