#Duplication rate	Coverage
1.0	16979.0
2.0	4315.0
3.0	1493.0
4.0	892.0
5.0	552.0
6.0	417.0
7.0	267.0
8.0	224.0
9.0	180.0
10.0	157.0
11.0	130.0
12.0	130.0
13.0	86.0
14.0	93.0
15.0	74.0
16.0	59.0
17.0	74.0
18.0	59.0
19.0	58.0
20.0	65.0
21.0	42.0
22.0	42.0
23.0	35.0
24.0	48.0
25.0	34.0
26.0	32.0
27.0	28.0
28.0	29.0
29.0	24.0
30.0	23.0
31.0	26.0
32.0	32.0
33.0	24.0
34.0	20.0
35.0	23.0
36.0	20.0
37.0	22.0
38.0	18.0
39.0	15.0
40.0	17.0
41.0	24.0
42.0	20.0
43.0	13.0
44.0	19.0
45.0	16.0
46.0	8.0
47.0	9.0
48.0	13.0
49.0	14.0
50.0	1477.0
