#Duplication rate	Coverage
1.0	20618.0
2.0	5610.0
3.0	1924.0
4.0	1152.0
5.0	642.0
6.0	481.0
7.0	349.0
8.0	281.0
9.0	208.0
10.0	164.0
11.0	161.0
12.0	131.0
13.0	111.0
14.0	106.0
15.0	88.0
16.0	86.0
17.0	78.0
18.0	83.0
19.0	67.0
20.0	60.0
21.0	66.0
22.0	58.0
23.0	60.0
24.0	39.0
25.0	46.0
26.0	40.0
27.0	36.0
28.0	41.0
29.0	38.0
30.0	32.0
31.0	27.0
32.0	20.0
33.0	25.0
34.0	22.0
35.0	22.0
36.0	24.0
37.0	22.0
38.0	25.0
39.0	19.0
40.0	22.0
41.0	20.0
42.0	17.0
43.0	24.0
44.0	15.0
45.0	16.0
46.0	16.0
47.0	18.0
48.0	20.0
49.0	14.0
50.0	1738.0
