#Duplication rate	Coverage
1.0	24632.0
2.0	8240.0
3.0	3717.0
4.0	2099.0
5.0	1344.0
6.0	908.0
7.0	671.0
8.0	549.0
9.0	467.0
10.0	338.0
11.0	297.0
12.0	248.0
13.0	209.0
14.0	190.0
15.0	179.0
16.0	148.0
17.0	140.0
18.0	113.0
19.0	121.0
20.0	89.0
21.0	65.0
22.0	86.0
23.0	77.0
24.0	70.0
25.0	79.0
26.0	68.0
27.0	56.0
28.0	51.0
29.0	61.0
30.0	45.0
31.0	42.0
32.0	35.0
33.0	34.0
34.0	34.0
35.0	38.0
36.0	33.0
37.0	28.0
38.0	30.0
39.0	31.0
40.0	29.0
41.0	31.0
42.0	27.0
43.0	26.0
44.0	28.0
45.0	35.0
46.0	23.0
47.0	29.0
48.0	26.0
49.0	20.0
50.0	2110.0
