#Duplication rate	Coverage
1.0	11525.0
2.0	2764.0
3.0	1034.0
4.0	558.0
5.0	329.0
6.0	302.0
7.0	183.0
8.0	173.0
9.0	119.0
10.0	87.0
11.0	98.0
12.0	77.0
13.0	59.0
14.0	66.0
15.0	56.0
16.0	50.0
17.0	37.0
18.0	46.0
19.0	33.0
20.0	36.0
21.0	24.0
22.0	32.0
23.0	35.0
24.0	27.0
25.0	23.0
26.0	31.0
27.0	26.0
28.0	23.0
29.0	19.0
30.0	23.0
31.0	12.0
32.0	22.0
33.0	10.0
34.0	13.0
35.0	15.0
36.0	11.0
37.0	11.0
38.0	5.0
39.0	8.0
40.0	9.0
41.0	8.0
42.0	9.0
43.0	9.0
44.0	16.0
45.0	11.0
46.0	9.0
47.0	6.0
48.0	6.0
49.0	14.0
50.0	1267.0
