#Duplication rate	Coverage
1.0	21692.0
2.0	5896.0
3.0	2164.0
4.0	1263.0
5.0	757.0
6.0	515.0
7.0	394.0
8.0	337.0
9.0	225.0
10.0	205.0
11.0	181.0
12.0	150.0
13.0	100.0
14.0	133.0
15.0	99.0
16.0	95.0
17.0	83.0
18.0	75.0
19.0	68.0
20.0	56.0
21.0	57.0
22.0	49.0
23.0	48.0
24.0	46.0
25.0	52.0
26.0	51.0
27.0	44.0
28.0	38.0
29.0	37.0
30.0	39.0
31.0	29.0
32.0	23.0
33.0	36.0
34.0	32.0
35.0	29.0
36.0	23.0
37.0	35.0
38.0	22.0
39.0	19.0
40.0	18.0
41.0	22.0
42.0	18.0
43.0	14.0
44.0	22.0
45.0	15.0
46.0	18.0
47.0	21.0
48.0	22.0
49.0	20.0
50.0	1761.0
