#Duplication rate	Coverage
1.0	23473.0
2.0	6747.0
3.0	2490.0
4.0	1529.0
5.0	857.0
6.0	590.0
7.0	446.0
8.0	387.0
9.0	259.0
10.0	236.0
11.0	165.0
12.0	181.0
13.0	137.0
14.0	141.0
15.0	103.0
16.0	102.0
17.0	82.0
18.0	72.0
19.0	61.0
20.0	74.0
21.0	60.0
22.0	62.0
23.0	60.0
24.0	67.0
25.0	50.0
26.0	39.0
27.0	39.0
28.0	46.0
29.0	46.0
30.0	30.0
31.0	31.0
32.0	40.0
33.0	33.0
34.0	31.0
35.0	26.0
36.0	30.0
37.0	30.0
38.0	26.0
39.0	27.0
40.0	24.0
41.0	17.0
42.0	23.0
43.0	22.0
44.0	23.0
45.0	16.0
46.0	20.0
47.0	13.0
48.0	20.0
49.0	15.0
50.0	1856.0
