#Duplication rate	Coverage
1.0	16700.0
2.0	4080.0
3.0	1536.0
4.0	864.0
5.0	492.0
6.0	392.0
7.0	264.0
8.0	223.0
9.0	183.0
10.0	156.0
11.0	142.0
12.0	112.0
13.0	98.0
14.0	106.0
15.0	65.0
16.0	75.0
17.0	73.0
18.0	64.0
19.0	41.0
20.0	61.0
21.0	29.0
22.0	45.0
23.0	41.0
24.0	36.0
25.0	30.0
26.0	28.0
27.0	43.0
28.0	34.0
29.0	24.0
30.0	25.0
31.0	27.0
32.0	32.0
33.0	24.0
34.0	25.0
35.0	18.0
36.0	19.0
37.0	18.0
38.0	20.0
39.0	18.0
40.0	20.0
41.0	16.0
42.0	21.0
43.0	14.0
44.0	11.0
45.0	11.0
46.0	11.0
47.0	12.0
48.0	19.0
49.0	6.0
50.0	1493.0
