#Duplication rate	Coverage
1.0	12687.0
2.0	3011.0
3.0	1021.0
4.0	590.0
5.0	365.0
6.0	275.0
7.0	209.0
8.0	188.0
9.0	121.0
10.0	128.0
11.0	84.0
12.0	99.0
13.0	85.0
14.0	64.0
15.0	55.0
16.0	50.0
17.0	60.0
18.0	50.0
19.0	51.0
20.0	38.0
21.0	27.0
22.0	30.0
23.0	31.0
24.0	21.0
25.0	25.0
26.0	22.0
27.0	15.0
28.0	22.0
29.0	20.0
30.0	20.0
31.0	21.0
32.0	19.0
33.0	20.0
34.0	15.0
35.0	19.0
36.0	15.0
37.0	14.0
38.0	17.0
39.0	16.0
40.0	18.0
41.0	10.0
42.0	16.0
43.0	13.0
44.0	5.0
45.0	10.0
46.0	11.0
47.0	8.0
48.0	10.0
49.0	6.0
50.0	1282.0
