#Duplication rate	Coverage
1.0	21302.0
2.0	5858.0
3.0	2157.0
4.0	1245.0
5.0	740.0
6.0	463.0
7.0	413.0
8.0	333.0
9.0	250.0
10.0	203.0
11.0	158.0
12.0	159.0
13.0	122.0
14.0	122.0
15.0	86.0
16.0	93.0
17.0	95.0
18.0	75.0
19.0	76.0
20.0	63.0
21.0	63.0
22.0	52.0
23.0	41.0
24.0	52.0
25.0	53.0
26.0	40.0
27.0	41.0
28.0	43.0
29.0	35.0
30.0	35.0
31.0	33.0
32.0	18.0
33.0	17.0
34.0	22.0
35.0	28.0
36.0	24.0
37.0	31.0
38.0	21.0
39.0	18.0
40.0	27.0
41.0	16.0
42.0	23.0
43.0	20.0
44.0	27.0
45.0	15.0
46.0	17.0
47.0	15.0
48.0	15.0
49.0	10.0
50.0	1800.0
